;AmpDrag;PicoDrag;Voltaje;Velocidad;Re;Drag;St;CD;Espesor;Largo;Lift;CL;St Lift;St Drag;AmpLift;PicoLift;Espesores;Inercia;Masa x unidad de area;Young;Frecuencia Propia 1;Frecuencia Propia 2;Frecuencia Propia 3;Frecuencia Propia 4;Frecuencia Adimensional 1;Frecuencia Adimensional 2;Frecuencia Adimensional 3;Frecuencia Adimensional 4;Relacion de aspecto;Ca
14;0,79;16,53;48,0;4,27;14121,0;23,57;0,19;1,21;30,0;0,075;22,11;1,13;0,19;0,19;3,27;16,59;3e-05;7,875e-16;0,0152775;2950000000,0;7,806161113780607;21,517983724560157;42,183851479136706;69,73203017158322;0,4705341237962994;1,297045432462939;2,542727635873219;4,2032567915360595;2500,0;3973,271186440677
15;0,68;17,13;50,0;4,46;14726,0;25,84;0,19;1,22;30,0;0,075;24,71;1,17;0,19;0,19;3,33;17,21;3e-05;7,875e-16;0,0152775;2950000000,0;7,806161113780607;21,517983724560157;42,183851479136706;69,73203017158322;0,45358286541432924;1,2503186359419034;2,451124432256636;4,051832084345335;2500,0;4334,731234866827
1;0,43;7,67;22,0;1,89;6257,0;4,13;0,2;1,08;75,0;0,025;2,56;0,67;0,67;0,2;3,72;25,54;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;6,877001764293799;18,956720195873277;37,1627509115339;61,43189815429218;333,33333333333337;1,845152542372882
2;0,38;8,39;24,0;2,08;6862,0;4,75;0,2;1,03;75,0;0,025;3,21;0,7;0,65;0,2;2,42;26,92;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;6,524466012632377;17,984941820304734;35,257676756336394;58,28271466792801;333,33333333333337;2,234782889426959
3;0,53;9,08;26,0;2,26;7467,0;5,28;0,2;0,97;75,0;0,025;3,87;0,71;0,2;0,2;1,28;8,87;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;19,80142334386287;54,58338599803873;107,00526023456322;176,8850821714343;333,33333333333337;2,638308313155772
4;0,47;9,79;28,0;2,44;8072,0;6,16;0,2;0,97;75,0;0,025;4,24;0,67;0,2;0,2;1,23;9,54;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;18,410757343822183;50,74996161452867;99,4902157526809;164,46233531033778;333,33333333333337;3,075305891848266
5;0,31;10,45;30,0;2,63;8677,0;6,26;0,2;0,85;75,0;0,025;4,68;0,64;0,3;0,2;0,92;15,52;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;11,316921717787604;31,195530528518265;61,15571251807833;101,09347157607102;333,33333333333337;3,5728942695722368
6;0,47;11,17;32,0;2,81;9281,0;7,18;0,2;0,85;75,0;0,025;5,38;0,64;0,28;0,2;0,96;15,59;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;11,266108085956615;31,05546079554865;60,88111983839485;100,63955605263773;333,33333333333337;4,078695722356741
7;0,51;11,85;34,0;2,99;9886,0;8,08;0,2;0,85;75,0;0,025;6,25;0,65;0,19;0,2;1,01;11,62;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;15,115200091227507;41,66563113619652;81,68129589333698;135,02329422208453;333,33333333333337;4,617969330104926
8;0,38;12,56;36,0;3,17;10491,0;9,13;0,2;0,85;75,0;0,025;6,97;0,65;0,19;0,2;1,18;12,33;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;14,244819550694535;39,266393657956485;76,97783116630784;127,24823024011535;333,33333333333337;5,190715092816791
9;0,36;13,22;38,0;3,36;11096,0;10,18;0,2;0,85;75,0;0,025;7,93;0,66;0,39;0,2;0,99;25,9;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;6,781414094983152;18,693229104347626;36,64620302241605;60,57801848882712;333,33333333333337;5,831593220338985
10;0,41;13,9;40,0;3,54;11701,0;11,18;0,2;0,84;75,0;0,025;9,09;0,68;0,19;0,2;1,55;13,62;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;12,895640606465758;35,547329941454;69,68697931575446;115,19608508521456;333,33333333333337;6,473142857142861
11;0,53;14,54;42,0;3,72;12306,0;11,08;0,2;0,75;75,0;0,025;9,42;0,64;0,19;0,2;3,81;14,34;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;12,24816074337961;33,76252676447723;66,1880514840011;109,41218123156362;333,33333333333337;7,1481646489104165
12;0,3;15,28;44,0;3,91;12911,0;12,39;0,2;0,76;75,0;0,025;10,45;0,64;0,19;0,2;9,3;14,99;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;11,717053039363817;32,2985079254572;63,317989211512725;104,6678238065792;333,33333333333337;7,897000807102506
13;0,47;15,94;46,0;4,09;13516,0;13,38;0,19;0,75;75,0;0,025;11,71;0,66;0,19;0,19;5,16;15,72;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;11,17294052544934;30,798640827137625;60,377650017848325;99,8072950929149;333,33333333333337;8,64082647296207
14;0,38;16,61;48,0;4,27;14121,0;14,59;0,19;0,75;75,0;0,025;12,49;0,64;0,19;0,19;4,44;16,34;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;10,748997861693;29,630026548506944;58,08669879318089;96,020237384371;333,33333333333337;9,418124293785315
15;0,32;17,31;50,0;4,46;14726,0;15,47;0,19;0,73;75,0;0,025;13,9;0,66;0,19;0,19;5,73;17,01;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;175,63862506006362;484,1546338026035;949,1366582805757;1568,9706788606222;10,325609938863234;28,462941434603376;55,79874534277341;92,23813514759684;333,33333333333337;10,274918482647303
1;0,56;7,66;22,0;1,89;6257,0;4,94;0,2;1,29;75,0;0,0375;2,96;0,77;0,71;0,2;2,25;26,84;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;2,908405780097096;8,017132535231056;15,716785200870603;25,980637172721018;500,0;6,227389830508475
2;0,44;8,4;24,0;2,08;6862,0;5,38;0,2;1,17;75,0;0,0375;3,85;0,84;0,39;0,2;1,83;16,09;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;4,851560667358984;13,37351381265392;26,217434107605158;43,338738453438914;500,0;7,542392251815983
3;0,48;9,07;26,0;2,26;7467,0;5,87;0,2;1,08;75,0;0,0375;5,29;0,97;0,2;0,2;1,41;8,98;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;8,692829748085305;23,962119960534693;46,975335722869374;77,65259484586103;500,0;8,904290556900726
4;0,32;9,76;28,0;2,44;8072,0;6,45;0,2;1,01;75,0;0,0375;6,34;1,0;0,2;0,2;1,18;9,69;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;8,055893822271006;22,20638155269366;43,533386459377404;71,9628794340384;500,0;10,379157384987895
5;0,32;10,47;30,0;2,63;8677,0;6,47;0,2;0,88;75,0;0,0375;7,21;0,98;0,31;0,2;1,11;16,22;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;4,8126763956723835;13,266327820320688;26,007306707235944;42,99138728211049;500,0;12,058518159806296
6;0,27;11,2;32,0;2,81;9281,0;7,73;0,2;0,92;75,0;0,0375;7,98;0,95;0,2;0,2;0,91;11,04;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;7,07079811030852;19,490927286739275;38,210010397768755;63,16307080759349;500,0;13,765598062953998
7;0,4;11,85;34,0;2,99;9886,0;8,69;0,2;0,91;75,0;0,0375;8,94;0,94;0,2;0,2;0,85;11,68;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;6,6833571179628475;18,422931271027533;36,11631119789101;59,70208062635549;500,0;15,585646489104121
8;0,29;12,5;36,0;3,17;10491,0;9,32;0,2;0,87;75,0;0,0375;10,15;0,94;0,2;0,2;0,87;12,4;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;6,29529122079081;17,3532126810969;34,01923506381992;56,23550820288968;500,0;17,51866343825666
9;0,27;13,16;38,0;3,36;11096,0;10,64;0,2;0,88;75,0;0,0375;11,36;0,94;0,39;0,2;1,23;26,13;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;2,9874324966630716;8,234972722755513;16,14383906587704;26,68657871090058;500,0;19,68162711864407
10;0,31;13,82;40,0;3,54;11701,0;11,9;0,2;0,89;75,0;0,0375;12,3;0,92;0,19;0,2;1,02;13,72;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;5,689621803047088;15,68366160682227;30,746247433773103;50,82509487724724;500,0;21,846857142857147
11;0,37;14,56;42,0;3,72;12306,0;12,36;0,2;0,83;75,0;0,0375;12,98;0,88;0,19;0,2;2,13;14,44;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;5,405928749155544;14,901650778781272;29,21319354510852;48,29087962020998;500,0;24,12505569007265
12;0,23;15,26;44,0;3,91;12911,0;13,89;0,2;0,85;75,0;0,0375;13,31;0,82;0,19;0,2;4,43;15,14;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;5,155984883606741;14,212670888084647;27,862517489522258;46,058144102763016;500,0;26,65237772397095
13;0,24;15,93;46,0;4,09;13516,0;14,87;0,19;0,83;75,0;0,0375;14,0;0,78;0,19;0,19;7,08;15,76;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;4,95314791483541;13,653542972436647;26,766403222802474;44,24621203780661;500,0;29,162789346246974
14;0,24;16,6;48,0;4,27;14121,0;16,2;0,19;0,83;75,0;0,0375;15,14;0,78;0,19;0,19;5,96;16,39;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;4,762758458682493;13,128727104673676;25,73755428867401;42,54547295398609;500,0;31,786169491525424
15;0,27;17,26;50,0;4,46;14726,0;17,76;0,19;0,84;75,0;0,0375;16,17;0,76;0,19;0,19;6,44;17,05;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;78,06161113780605;215,17983724560156;421,838514791367;697,3203017158321;4,578393615120589;12,620518313525018;24,741261864596304;40,898551420283404;500,0;34,67784987893463
1;0,35;7,65;22,0;1,89;6257,0;4,5;0,2;1,18;75,0;0,05;2,89;0,76;0,72;0,2;2,52;27,07;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;1,6220781775033581;4,471320962343955;8,765576821948427;14,489939775218158;666,6666666666667;14,761220338983057
2;0,37;8,35;24,0;2,08;6862,0;5,26;0,2;1,14;75,0;0,05;3,93;0,85;0,65;0,2;1,94;27,1;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;1,6202825190042769;4,466371160540622;8,755873231370623;14,473899251481754;666,6666666666667;17,87826311541567
3;0,38;9,06;26,0;2,26;7467,0;5,79;0,2;1,06;75,0;0,05;5,4;0,99;0,2;0,2;1,34;9,04;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;4,857262861174326;13,38923212949678;26,248248293157516;43,38967585344641;666,6666666666667;21,106466505246175
4;0,29;9,73;28,0;2,44;8072,0;6,46;0,2;1,01;75,0;0,05;6,53;1,03;0,2;0,2;1,07;9,73;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;4,512811538028356;12,439738792461549;24,386861723550247;40,3127101454425;666,6666666666667;24,60244713478613
5;0,31;10,43;30,0;2,63;8677,0;6,59;0,2;0,9;75,0;0,05;7,75;1,05;0,2;0,2;0,91;10,39;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;4,226145935035217;11,649534018349458;22,837744424460436;37,75194126228639;666,6666666666667;28,583154156577894
6;0,29;11,14;32,0;2,81;9281,0;7,62;0,2;0,91;75,0;0,05;8,82;1,05;0,2;0,2;0,91;11,1;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;3,955824888740172;10,904383644202781;21,37695176307603;35,33717745181582;666,6666666666667;32,62956577885393
7;0,58;11,76;34,0;2,99;9886,0;8,22;0,2;0,86;75,0;0,05;9,77;1,02;0,2;0,2;0,87;11,74;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;3,74017515034207;10,30993683566021;20,211598344986704;33,41078958391444;666,6666666666667;36,94375464083941
8;0,46;12,48;36,0;3,17;10491,0;9,09;0,2;0,85;75,0;0,05;10,81;1,0;0,2;0,2;0,96;12,46;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;3,524049459471581;9,714178045798624;19,04367291895216;31,48015005739611;666,6666666666667;41,525720742534325
9;0,58;13,14;38,0;3,36;11096,0;9,97;0,2;0,83;75,0;0,05;12,03;1,0;0,39;0,2;1,22;26,21;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;1,6753016507064442;4,618033515858484;9,053192085850588;14,965382285965491;666,6666666666667;46,65274576271188
10;0,29;13,82;40,0;3,54;11701,0;10,9;0,2;0,81;75,0;0,05;13,05;0,98;0,39;0,2;1,23;27,49;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;1,5972956080398657;4,403006855243757;8,631653858499234;14,268558374505478;666,6666666666667;51,78514285714289
11;0,42;14,53;42,0;3,72;12306,0;10,93;0,2;0,74;75,0;0,05;12,75;0,86;0,19;0,2;2,13;14,43;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;3,042942222107824;8,387987418617524;16,443809048520023;27,182444193704473;666,6666666666667;57,18531719128333
12;0,31;15,2;44,0;3,91;12911,0;12,31;0,19;0,76;75,0;0,05;13,66;0,84;0,19;0,19;3,93;15,21;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;2,8868939030253715;7,9578342176627785;15,60053678962156;25,788472696591423;666,6666666666667;63,17600645682005
13;0,24;15,9;46,0;4,09;13516,0;13,49;0,19;0,76;75,0;0,05;13,91;0,78;0,19;0,19;6,64;15,79;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;2,7808522017109505;7,665526184335078;15,027496172903353;24,841207708369573;666,6666666666667;69,12661178369656
14;0,26;16,5;48,0;4,27;14121,0;14,57;0,19;0,75;75,0;0,05;15,33;0,79;0,19;0,19;6,1;16,53;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;2,6563615405333274;7,3223628826770035;14,354758897165391;23,72913912372387;666,6666666666667;75,34499435028252
15;0,2;17,11;50,0;4,46;14726,0;15,92;0,19;0,75;75,0;0,05;15,73;0,74;0,19;0,19;5,42;17,23;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;43,909656265015904;121,03865845065087;237,28416457014393;392,24266971515556;2,5484420351140975;7,024878610020364;13,771570781784325;22,765099809353195;666,6666666666667;82,19934786117842
1;0,37;7,71;22,0;1,89;6257,0;4,26;0,2;1,11;75,0;0,0625;2,93;0,77;0,41;0,2;4,32;15,46;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,8177348001041513;5,0106559772585095;9,822889089579052;16,23773018225741;833,3333333333334;28,830508474576277
2;0,33;8,4;24,0;2,08;6862,0;4,73;0,2;1,03;75,0;0,0625;3,74;0,81;0,37;0,2;2,39;15,36;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,8295690110423295;5,043277435443787;9,886840190422665;16,343444571464815;833,3333333333334;34,91848264729622
3;0,35;9,13;26,0;2,26;7467,0;5,4;0,2;0,99;75,0;0,0625;4,61;0,85;0,34;0,2;1,55;15,42;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,8224500654740714;5,023653787835055;9,848369995129191;16,27985140192604;833,3333333333334;41,22356739305892
4;0,28;9,81;28,0;2,44;8072,0;6,07;0,2;0,95;75,0;0,0625;5,07;0,8;0,2;0,2;1,64;9,81;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;2,8646462802864607;7,896507788829414;15,480312469407965;25,58973584278283;833,3333333333334;48,05165456012915
5;0,35;10,48;30,0;2,63;8677,0;5,99;0,2;0,81;75,0;0,0625;5,94;0,81;0,2;0,2;1,64;10,52;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;2,671309886845074;7,36356857494454;14,435538528982143;23,86267192183456;833,3333333333334;55,82647296206619
6;0,29;11,19;32,0;2,81;9281,0;7,16;0,2;0,85;75,0;0,0625;6,85;0,81;0,2;0,2;1,15;11,21;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;2,50688492503213;6,910324835719585;13,546999582952019;22,39387231201602;833,3333333333334;63,72962066182407
7;0,35;11,88;34,0;2,99;9886,0;7,82;0,2;0,82;75,0;0,0625;7,85;0,82;0,25;0,2;1,04;15,24;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,843975066247387;5,082988281392162;9,964689325780324;16,47213311139761;833,3333333333334;72,15577078288945
8;0,3;12,52;36,0;3,17;10491,0;8,14;0,2;0,76;75,0;0,0625;8,47;0,79;0,24;0,2;1,22;15,3;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,8367437914777895;5,063054994014154;9,925612112738047;16,407536510960757;833,3333333333334;81,10492332526233
9;0,38;13,18;38,0;3,36;11096,0;8,44;0,2;0,7;75,0;0,0625;9,77;0,81;0,39;0,2;2,19;26,45;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,0624642725750542;2,928723682737866;5,741469388464731;9,490937943958397;833,3333333333334;91,11864406779662
10;0,33;13,83;40,0;3,54;11701,0;8,73;0,2;0,65;75,0;0,0625;10,86;0,81;0,2;0,2;2,39;13,89;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;2,023195105083526;5,577015220188377;10,933179649020312;18,073096372764546;833,3333333333334;101,14285714285718
11;0,38;14,53;42,0;3,72;12306,0;8,77;0,2;0,59;75,0;0,0625;10,96;0,74;0,19;0,2;10,41;14,52;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,9354118463918857;5,33503728708103;10,458806151852075;17,288933100392534;833,3333333333334;111,69007263922524
12;0,22;15,21;44,0;3,91;12911,0;10,17;0,19;0,62;75,0;0,0625;12,18;0,75;0,19;0,19;9,07;15,17;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,8524838503368608;5,106443072407156;10,010670093928288;16,548141635972286;833,3333333333334;123,39063761097664
13;0,33;15,96;46,0;4,09;13516,0;11,19;0,2;0,63;75,0;0,0625;13,63;0,76;0,19;0,2;4,26;15,89;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,768544997458161;4,875062391970834;9,557071449017755;15,798320240257997;833,3333333333334;135,0129136400323
14;0,22;16,6;48,0;4,27;14121,0;12,61;0,19;0,65;75,0;0,0625;14,57;0,75;0,19;0,19;5,12;16,54;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,6990435314153676;4,683478924329901;9,181491253016453;15,177467268301063;833,3333333333334;147,15819209039552
15;0,28;17,28;50,0;4,46;14726,0;14,25;0,19;0,67;75,0;0,0625;15,78;0,74;0,19;0,19;5,81;17,16;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;28,10218000961018;77,46474140841656;151,86186532489214;251,03530861769957;1,6376561777162109;4,514262319837795;8,84975905156714;14,629097238793682;833,3333333333334;160,54560129136405
1;0,47;7,74;22,0;1,89;6257,0;4,61;0,2;1,2;75,0;0,075;2,84;0,74;0,73;0,2;2,4;27,49;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;0,7099091591288292;1,956891935663892;3,8362906037774374;6,3415814997802125;1000,0;49,8191186440678
2;0,35;8,49;24,0;2,08;6862,0;5,49;0,2;1,19;75,0;0,075;3,64;0,79;0,67;0,2;1,87;27,75;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;0,7032577579982527;1,9385570923027167;3,8003469801024052;6,282164880322812;1000,0;60,33913801452786
3;0,38;9,14;26,0;2,26;7467,0;6,0;0,2;1,1;75,0;0,075;4,35;0,8;0,35;0,2;1,45;15,8;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,2351520749652856;3,4047442602152143;6,674660044167199;11,033549077782153;1000,0;71,23432445520581
4;0,32;9,82;28,0;2,44;8072,0;6,8;0,2;1,07;75,0;0,075;4,83;0,76;0,2;0,2;1,63;9,74;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;2,0036347827978966;5,523096438542135;10,827477279039194;17,898365033773924;1000,0;83,03325907990316
5;0,27;10,55;30,0;2,63;8677,0;7,03;0,2;0,96;75,0;0,075;4,58;0,62;0,3;0,2;1,06;15,87;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,2297040191840904;3,3897264846503083;6,645219199611957;10,984881879581476;1000,0;96,46814527845036
6;0,31;11,18;32,0;2,81;9281,0;7,31;0,2;0,87;75,0;0,075;5,22;0,62;0,2;0,2;0,93;11,09;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,7597297371011285;4,850762787321947;9,509434508371664;15,71957397916664;1000,0;110,12478450363199
7;0,46;11,86;34,0;2,99;9886,0;8,1;0,2;0,85;75,0;0,075;5,5;0,58;0,2;0,2;1,25;11,79;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,6552504482147172;4,562761604020389;8,944837039681234;14,786265939691097;1000,0;124,68517191283297
8;0,29;12,55;36,0;3,17;10491,0;9,11;0,2;0,85;75,0;0,075;6,05;0,56;0,2;0,2;1,15;12,48;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,5637341974720764;4,310493534567339;8,450290761045013;13,968756043987021;1000,0;140,14930750605328
9;0,26;13,14;38,0;3,36;11096,0;9,74;0,2;0,81;75,0;0,075;6,59;0,55;0,2;0,2;1,23;13,14;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,4851904706584105;4,093984726895006;8,025846932864669;13,267129028078998;1000,0;157,45301694915256
10;0,33;13,9;40,0;3,54;11701,0;10,86;0,2;0,81;75,0;0,075;7,55;0,56;0,2;0,2;2,06;13,82;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,4121130813640748;3,8925440891027776;7,630942742246146;12,614332520185096;1000,0;174,77485714285717
11;0,38;14,53;42,0;3,72;12306,0;10,92;0,2;0,74;75,0;0,075;7,52;0,51;0,2;0,2;4,04;14,52;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,3440360044388096;3,7048870049173823;7,263059827675052;12,006203541939259;1000,0;193,0004455205812
12;0,23;15,2;44,0;3,91;12911,0;12,19;0,19;0,75;75,0;0,075;8,13;0,5;0,19;0,19;5,55;15,15;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,2881453983136313;3,550822396792105;6,961031597217277;11,506935671878416;1000,0;213,2190217917676
13;0,3;15,9;46,0;4,09;13516,0;13,31;0,19;0,75;75,0;0,075;9,17;0,51;0,19;0,19;6,82;15,78;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,2367175402060528;3,409059525437287;6,683119689343584;11,047533297145629;1000,0;233,3023147699758
14;0,25;16,59;48,0;4,27;14121,0;14,77;0,19;0,76;75,0;0,075;9,88;0,51;0,19;0,19;6,82;16,47;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,1849060585580762;3,2662391810200604;6,403134711465802;10,584704033330786;1000,0;254,2893559322034
15;0,27;17,21;50,0;4,46;14726,0;16,36;0,19;0,77;75,0;0,075;10,54;0,5;0,19;0,19;7,15;17,1;7,5e-05;1,2304687499999996e-14;0,03819375;2950000000,0;19,515402784451513;53,79495931140039;105,45962869784175;174,33007542895803;1,141251624821726;3,1459040532982683;6,167229748411798;10,194741253155438;1000,0;277,42279903147704
