66,15.15,589.27,0
77,90.91,589.01,0
89,83.33,595.15,0
100,90.91,601.63,0
111,90.91,596.19,0
123,90.91,589.84,0
135,76.92,592.43,0
146,90.91,592.69,0
157,90.91,591.57,0
168,90.91,593.40,0
180,83.33,595.24,0
192,90.91,589.68,0
203,83.33,592.65,0
215,83.33,595.55,0
226,90.91,594.56,0
237,90.91,593.40,0
248,90.91,591.85,0
260,83.33,590.59,0
272,83.33,592.23,0
283,90.91,594.97,0
294,90.91,594.95,0
306,83.33,594.08,0
317,90.91,594.15,0
328,90.91,587.57,0
340,83.33,587.14,0
352,83.33,593.41,0
363,90.91,594.92,0
374,90.91,594.36,0
386,83.33,594.35,0
397,90.91,595.59,0
409,83.33,591.87,0
420,90.91,589.45,0
432,83.33,592.83,0
443,90.91,591.84,0
454,90.91,592.74,0
465,90.91,597.29,0
478,76.92,596.01,0
489,90.91,589.42,0
500,90.91,592.56,0
512,83.33,592.38,0
523,90.91,591.76,0
534,90.91,593.46,0
546,83.33,596.55,0
558,83.33,592.73,0
569,90.91,592.19,0
580,90.91,594.61,0
591,90.91,594.30,0
603,83.33,591.52,0
615,83.33,594.19,0
626,90.91,595.13,0
637,90.91,594.56,0
649,83.33,592.69,0
660,90.91,594.86,0
671,90.91,592.42,0
684,76.92,593.38,0
695,90.91,595.48,0
706,90.91,592.28,0
717,90.91,590.91,0
729,83.33,595.73,0
740,90.91,595.76,0
752,83.33,591.54,0
763,90.91,589.21,0
775,83.33,591.45,0
786,90.91,592.87,0
797,90.91,595.97,0
808,90.91,601.80,0
821,76.92,599.20,0
832,90.91,589.43,0
843,90.91,588.02,0
855,83.33,591.21,0
866,90.91,593.36,0
877,90.91,598.05,0
889,90.91,600.39,0
901,76.92,593.86,0
912,90.91,590.99,0
923,90.91,595.45,0
934,90.91,594.16,0
946,83.33,592.39,0
958,90.91,594.70,0
969,83.33,594.33,0
980,90.91,593.21,0
992,83.33,594.02,0
1003,90.91,594.77,0
1014,90.91,593.03,0
1027,83.33,591.82,0
1038,83.33,593.82,0
1049,90.91,592.19,0
1060,90.91,593.88,0
1072,83.33,599.21,0
1083,90.91,597.51,0
1094,90.91,590.52,0
1106,83.33,589.64,0
1118,83.33,589.90,0
1129,90.91,593.31,0
1140,90.91,597.02,0
1152,83.33,594.35,0
1163,90.91,594.12,0
1175,83.33,593.57,0
1186,90.91,591.59,0
1198,83.33,589.76,0
1209,90.91,594.14,0
1220,90.91,598.16,0
1231,90.91,593.59,0
1244,76.92,594.02,0
1255,90.91,595.89,0
1266,90.91,591.28,0
1277,90.91,588.95,0
1289,83.33,591.83,0
1300,90.91,595.79,0
1312,83.33,590.49,0
1324,83.33,593.52,0
1335,90.91,597.24,0
1346,90.91,590.63,0
1357,90.91,587.81,0
1369,83.33,591.90,0
1381,83.33,596.61,0
1392,90.91,594.82,0
1403,90.91,596.91,0
1415,83.33,595.74,0
1426,90.91,589.44,0
1437,90.91,589.79,0
1449,83.33,592.96,0
1461,83.33,595.25,0
1472,90.91,597.83,0
1483,90.91,599.55,0
1495,83.33,592.09,0
1506,90.91,588.70,0
1518,83.33,590.69,0
1529,90.91,595.98,0
1541,83.33,590.21,0
1552,90.91,590.42,0
1563,90.91,593.05,0
1574,90.91,591.17,0
1587,76.92,594.53,0
1598,90.91,596.39,0
1609,90.91,589.32,0
1620,90.91,586.02,0
1632,83.33,589.17,0
1643,90.91,590.68,0
1655,83.33,591.57,0
1667,83.33,595.25,0
1678,90.91,593.28,0
1689,90.91,586.67,0
1700,90.91,586.72,0
1712,83.33,591.41,0
1724,90.91,596.97,0
1735,83.33,595.68,0
1746,90.91,598.22,0
1758,83.33,593.78,0
1769,90.91,589.26,0
1780,90.91,590.15,0
1793,83.33,596.51,0
1804,83.33,595.08,0
1815,90.91,594.22,0
1826,90.91,591.86,0
1838,83.33,591.83,0
1849,90.91,592.83,0
1860,90.91,596.08,0
1872,83.33,593.66,0
1884,83.33,594.00,0
1895,90.91,591.78,0
1906,90.91,590.01,0
1917,90.91,595.29,0
1929,83.33,599.15,0
1941,83.33,596.83,0
1952,90.91,589.85,0
1964,83.33,586.52,0
1975,90.91,590.14,0
1986,90.91,592.27,0
1997,90.91,596.67,0
2010,76.92,596.31,0
2021,90.91,594.67,0
2032,90.91,593.09,0
2043,90.91,590.43,0
2055,83.33,592.35,0
2066,90.91,595.37,0
2078,83.33,595.56,0
2089,90.91,597.90,0
2101,83.33,591.79,0
2112,90.91,591.26,0
2123,90.91,590.87,0
2135,83.33,591.91,0
2147,83.33,594.69,0
2158,90.91,597.80,0
2169,90.91,595.49,0
2181,83.33,591.31,0
2192,90.91,592.26,0
2203,90.91,592.98,0
2215,83.33,591.21,0
2227,83.33,593.29,0
2238,90.91,594.97,0
2249,90.91,594.26,0
2260,90.91,591.08,0
2272,83.33,592.30,0
2284,83.33,591.50,0
2295,90.91,590.60,0
2307,83.33,591.43,0
2318,90.91,592.33,0
2329,90.91,589.89,0
2340,90.91,594.50,0
2353,76.92,599.31,0
2364,90.91,597.88,0
2375,90.91,590.94,0
2386,90.91,586.91,0
2398,83.33,586.61,0
2409,90.91,594.69,0
2421,83.33,599.86,0
2433,83.33,599.00,0
2444,90.91,591.12,0
2455,90.91,590.36,0
2466,90.91,587.70,0
2478,83.33,587.69,0
2490,90.91,592.83,0
2501,83.33,597.62,0
2512,90.91,594.21,0
2524,83.33,593.05,0
2535,90.91,593.76,0
2546,90.91,590.66,0
2558,90.91,589.79,0
2570,76.92,597.05,0
2581,90.91,596.07,0
2592,90.91,594.03,0
2604,83.33,593.49,0
2615,90.91,594.68,0
2627,90.91,591.24,0
2638,83.33,591.90,0
2650,83.33,591.95,0
2661,90.91,592.89,0
2672,90.91,590.19,0
2683,90.91,594.29,0
2695,83.33,594.26,0
2707,83.33,592.04,0
2718,90.91,592.73,0
2729,90.91,589.97,0
2741,83.33,590.14,0
2752,90.91,592.67,0
2763,90.91,594.04,0
2776,76.92,593.33,0
2787,90.91,594.06,0
2798,90.91,594.94,0
2809,90.91,593.12,0
2821,83.33,590.95,0
2832,90.91,593.34,0
2844,83.33,591.09,0
2855,90.91,595.71,0
2867,83.33,599.58,0
2878,90.91,594.52,0
2889,90.91,586.63,0
2900,90.91,590.75,0
2913,76.92,593.63,0
2924,90.91,593.72,0
2935,90.91,593.49,0
2947,83.33,594.68,0
2958,90.91,589.91,0
2969,90.91,588.32,0
2981,83.33,588.85,0
2993,83.33,592.56,0
3004,90.91,593.20,0
3015,90.91,594.97,0
3026,90.91,597.23,0
3038,83.33,593.58,0
3050,83.33,592.26,0
3061,90.91,597.10,0
3073,83.33,595.05,0
3084,90.91,596.03,0
3095,90.91,594.37,0
3106,90.91,590.97,0
3119,76.92,590.37,0
3130,90.91,592.23,0
3141,90.91,593.09,0
3152,90.91,591.74,0
3164,83.33,588.60,0
3175,90.91,592.89,0
3187,83.33,594.08,0
3198,90.91,593.88,0
3210,83.33,594.45,0
3221,90.91,594.50,0
3232,90.91,592.17,0
3244,83.33,592.75,0
3256,83.33,595.90,0
3267,90.91,595.24,0
3278,90.91,595.39,0
3290,83.33,595.14,0
3301,90.91,592.72,0
3312,90.91,590.29,0
3324,90.91,590.41,0
3336,83.33,591.47,0
3347,90.91,592.49,0
3358,90.91,595.57,0
3369,90.91,595.93,0
3381,83.33,595.45,0
3393,90.91,595.33,0
3404,83.33,591.31,0
3416,83.33,589.87,0
3427,90.91,593.14,0
3438,90.91,596.15,0
3449,90.91,597.19,0
3462,83.33,594.64,0
3473,83.33,591.99,0
3484,90.91,590.52,0
3495,90.91,588.52,0
3507,83.33,590.84,0
3518,90.91,596.76,0
3529,90.91,594.48,0
3542,76.92,592.17,0
3553,90.91,591.27,0
3564,90.91,590.58,0
3575,90.91,591.93,0
3587,83.33,595.75,0
3598,90.91,594.14,0
3610,83.33,592.76,0
3621,90.91,590.88,0
3633,83.33,595.01,0
3644,90.91,596.50,0
3655,90.91,594.07,0
3666,90.91,591.77,0
3679,76.92,590.11,0
3690,90.91,588.83,0
3701,90.91,595.02,0
3713,83.33,597.68,0
3724,90.91,593.85,0
3735,90.91,588.30,0
3747,83.33,584.65,0
3759,83.33,591.28,0
3770,90.91,598.07,0
