66,15.15,-190.69,0
77,90.91,-191.00,0
89,83.33,-190.94,0
100,90.91,-190.33,0
111,90.91,-190.50,0
123,83.33,-190.12,0
135,83.33,-189.48,0
146,90.91,-189.70,0
157,90.91,-189.90,0
168,90.91,-189.76,0
180,83.33,-189.87,0
192,90.91,-190.41,0
203,83.33,-190.30,0
215,83.33,-190.54,0
226,90.91,-191.06,0
237,90.91,-190.49,0
248,90.91,-189.90,0
261,83.33,-189.89,0
272,83.33,-190.34,0
283,90.91,-190.01,0
294,90.91,-189.76,0
306,83.33,-190.01,0
317,90.91,-189.86,0
329,90.91,-190.17,0
340,83.33,-190.92,0
352,83.33,-190.85,0
363,90.91,-190.39,0
374,90.91,-190.43,0
386,83.33,-190.07,0
398,90.91,-189.59,0
409,83.33,-189.38,0
420,90.91,-190.09,0
432,83.33,-190.13,0
443,90.91,-189.85,0
454,90.91,-190.50,0
465,90.91,-190.43,0
478,76.92,-190.31,0
489,90.91,-190.51,0
500,90.91,-190.64,0
512,83.33,-189.95,0
523,90.91,-189.83,0
534,90.91,-190.40,0
546,83.33,-189.54,0
558,83.33,-190.01,0
569,90.91,-190.14,0
580,90.91,-190.18,0
591,90.91,-190.61,0
603,83.33,-190.55,0
615,83.33,-190.54,0
626,90.91,-190.49,0
637,90.91,-190.35,0
649,83.33,-190.59,0
660,90.91,-190.54,0
671,90.91,-190.11,0
684,76.92,-190.14,0
695,90.91,-189.96,0
706,90.91,-190.06,0
717,90.91,-189.97,0
729,83.33,-190.09,0
740,90.91,-190.45,0
752,83.33,-190.33,0
763,90.91,-189.85,0
775,83.33,-190.21,0
786,90.91,-189.95,0
797,90.91,-190.45,0
808,90.91,-190.59,0
821,76.92,-191.49,0
832,90.91,-191.13,0
843,90.91,-190.41,0
855,83.33,-190.81,0
866,90.91,-190.98,0
877,90.91,-190.26,0
889,83.33,-190.21,0
901,83.33,-190.02,0
912,90.91,-189.87,0
923,90.91,-190.03,0
934,90.91,-190.67,0
946,83.33,-191.25,0
958,83.33,-190.69,0
969,90.91,-190.44,0
980,90.91,-190.62,0
992,83.33,-190.21,0
1003,90.91,-190.47,0
1014,90.91,-190.52,0
1027,76.92,-189.51,0
1038,90.91,-189.49,0
1049,90.91,-189.83,0
1060,90.91,-190.24,0
1072,83.33,-190.74,0
1083,90.91,-191.08,0
1095,83.33,-190.82,0
1106,90.91,-190.87,0
1118,83.33,-190.49,0
1129,90.91,-190.42,0
1140,90.91,-190.29,0
1152,83.33,-190.45,0
1164,83.33,-189.84,0
1175,90.91,-189.19,0
1186,90.91,-189.81,0
1198,83.33,-190.23,0
1209,90.91,-191.08,0
1220,90.91,-190.46,0
1232,83.33,-190.85,0
1244,83.33,-190.51,0
1255,90.91,-190.51,0
1266,90.91,-190.52,0
1277,90.91,-190.10,0
1289,83.33,-189.95,0
1301,83.33,-189.55,0
1312,90.91,-189.84,0
1324,83.33,-190.15,0
1335,90.91,-190.72,0
1346,90.91,-190.97,0
1357,90.91,-191.10,0
1370,76.92,-190.74,0
1381,90.91,-190.37,0
1392,90.91,-190.16,0
1403,90.91,-189.59,0
1415,83.33,-189.20,0
1426,90.91,-189.08,0
1438,90.91,-189.47,0
1449,83.33,-189.85,0
1461,83.33,-190.67,0
1472,90.91,-190.92,0
1483,90.91,-190.43,0
1495,83.33,-190.90,0
1507,90.91,-190.87,0
1518,83.33,-190.78,0
1529,90.91,-189.71,0
1541,83.33,-189.23,0
1552,90.91,-188.97,0
1563,90.91,-189.49,0
1575,90.91,-189.32,0
1587,76.92,-189.57,0
1598,90.91,-189.74,0
1609,90.91,-189.95,0
1620,90.91,-190.80,0
1632,83.33,-191.13,0
1644,90.91,-190.97,0
1655,83.33,-190.98,0
1667,83.33,-190.26,0
1678,90.91,-189.87,0
1689,90.91,-190.13,0
1700,90.91,-189.62,0
1713,83.33,-189.52,0
1724,83.33,-190.29,0
1735,90.91,-190.44,0
1746,90.91,-190.09,0
1758,83.33,-190.24,0
1769,90.91,-190.76,0
1780,90.91,-190.63,0
1793,76.92,-190.08,0
1804,90.91,-189.72,0
1815,90.91,-190.23,0
1826,90.91,-189.60,0
1838,83.33,-189.56,0
1849,90.91,-190.56,0
1861,83.33,-189.97,0
1872,90.91,-189.71,0
1884,83.33,-190.38,0
1895,90.91,-190.91,0
1906,90.91,-190.79,0
1917,90.91,-190.75,0
1930,76.92,-191.38,0
1941,90.91,-190.76,0
1952,90.91,-190.02,0
1964,83.33,-190.17,0
1975,90.91,-189.77,0
1986,90.91,-189.39,0
1998,83.33,-189.57,0
2010,83.33,-189.75,0
2021,90.91,-189.72,0
2032,90.91,-190.58,0
2043,90.91,-191.01,0
2055,83.33,-191.00,0
2067,83.33,-190.86,0
2078,90.91,-190.55,0
